arcId,groundStation,sat,meaCtrlST,meaCtrlET,feed
2175,'╪яд╬к╧-1',нюпг-109,41241,42483,1
2176,'ио╨ё-2',нюпг-84,41325,42485,0
2177,'ио╨ё-2',нюпг-84,41325,42485,1
2178,'ю╔цВ-1',нюпг-75,41404,42500,0
2179,'ю╔цВ-1',нюпг-75,41404,42500,1
2180,'©╕й╡-1',нюпг-108,41282,42503,0
2181,'©╕й╡-1',нюпг-108,41282,42503,1
2182,'ю╜хЬ-2',нюпг-108,41365,42557,0
2183,'ю╜хЬ-2',нюпг-108,41365,42557,1
2184,'ю╜хЬ-1',нюпг-108,41366,42559,0
2185,'ю╜хЬ-1',нюпг-108,41366,42559,1
2186,'Ё╓╢╨-2',нюпг-41,41404,42559,0
2187,'Ё╓╢╨-2',нюпг-41,41404,42559,1
2188,'жьгЛ-1',нюпг-51,41584,42559,0
2189,'жьгЛ-1',нюпг-51,41584,42559,1
2190,'Ё╓╢╨-1',нюпг-41,41405,42561,0
2191,'Ё╓╢╨-1',нюпг-41,41405,42561,1
2192,'жьгЛ-2',нюпг-51,41586,42561,0
2193,'жьгЛ-2',нюпг-51,41586,42561,1
2194,'ю╔цВ-2',нюпг-124,41390,42567,0
2195,'ю╔цВ-2',нюпг-124,41390,42567,1
2196,'╨ёдо-1',нюпг-41,41425,42575,0
2197,'╨ёдо-1',нюпг-41,41425,42575,1
2198,'╨ёдо-2',нюпг-41,41427,42577,0
2199,'╨ёдо-2',нюпг-41,41427,42577,1
2200,'гьаК-1',нюпг-84,41363,42600,0
2201,'гьаК-1',нюпг-84,41363,42600,1
2202,'гьаК-2',нюпг-84,41365,42601,0
2203,'гьаК-2',нюпг-84,41365,42601,1
2204,'додЧ-1',нюпг-116,41458,42631,0
2205,'додЧ-1',нюпг-116,41458,42631,1
2206,'додЧ-2',нюпг-116,41459,42632,0
2207,'додЧ-2',нюпг-116,41459,42632,1
2208,'нзбЁд╬фК-1',нюпг-116,41540,42638,0
2209,'нзбЁд╬фК-1',нюпг-116,41540,42638,1
2210,'╬фх╙-1',нюпг-124,41699,42646,0
2211,'╬фх╙-1',нюпг-124,41699,42646,1
2212,'©Б╤Шюу-2',нюпг-108,41411,42648,0
2213,'©Б╤Шюу-2',нюпг-108,41411,42648,1
2214,'м╜╢╗-2',нюпг-51,41640,42680,0
2215,'м╜╢╗-2',нюпг-51,41640,42680,1
2216,'м╜╢╗-1',нюпг-51,41642,42682,0
2217,'м╜╢╗-1',нюпг-51,41642,42682,1
2218,'иНшз-2',нюпг-116,41563,42683,0
2219,'иНшз-2',нюпг-116,41563,42683,1
2220,'иНшз-1',нюпг-116,41564,42685,0
2221,'иНшз-1',нюпг-116,41564,42685,1
2222,'©╕й╡-2',нюпг-83,41458,42687,0
2223,'©╕й╡-2',нюпг-83,41458,42687,1
2224,'ю╪жщ-1',нюпг-92,41500,42696,0
2225,'ю╪жщ-1',нюпг-92,41500,42696,1
2226,'╬фх╙-2',нюпг-100,41556,42757,0
2227,'╬фх╙-2',нюпг-100,41556,42757,1
2228,'пш╟╡-1',нюпг-51,41667,42793,0
2229,'пш╟╡-1',нюпг-51,41667,42793,1
2230,'пш╟╡-2',нюпг-51,41668,42795,0
2231,'пш╟╡-2',нюпг-51,41668,42795,1
2232,'нзбЁд╬фК-2',нюпг-83,41561,42798,0
2233,'нзбЁд╬фК-2',нюпг-83,41561,42798,1
2234,'©Б╤Шюу-1',нюпг-83,41562,42803,0
2235,'©Б╤Шюу-1',нюпг-83,41562,42803,1
2236,'ю╪жщ-2',нюпг-108,41607,42810,0
2237,'ю╪жщ-2',нюпг-108,41607,42810,1
2238,'гьаК-2',нюпг-73,43256,43948,0
2239,'гьаК-2',нюпг-73,43256,43948,1
2240,'иНшз-2',нюпг-73,43279,43959,0
2241,'иНшз-2',нюпг-73,43279,43959,1
2242,'╧Ч╤Ш╠У-2',нюпг-107,42725,43963,0
2243,'╧Ч╤Ш╠У-2',нюпг-107,42725,43963,1
2244,'нзбЁд╬фК-2',нюпг-59,43306,44086,0
2245,'нзбЁд╬фК-2',нюпг-59,43306,44086,1
2246,'ю╔цВ-1',нюпг-131,42884,44101,0
2247,'ю╔цВ-1',нюпг-131,42884,44101,1
2248,'ю╔цВ-2',нюпг-123,42935,44126,0
2249,'ю╔цВ-2',нюпг-123,42935,44126,1
2250,'Ё╓╢╨-1',нюпг-82,42912,44145,0
2251,'Ё╓╢╨-1',нюпг-82,42912,44145,1
2252,'Ё╓╢╨-2',нюпг-82,42914,44147,0
2253,'Ё╓╢╨-2',нюпг-82,42914,44147,1
2254,'додЧ-2',нюпг-123,43025,44147,0
2255,'додЧ-2',нюпг-123,43025,44147,1
2256,'жьгЛ-2',нюпг-139,43302,44151,0
2257,'жьгЛ-2',нюпг-139,43302,44151,1
2258,'гьаК-1',нюпг-131,42971,44206,0
2259,'гьаК-1',нюпг-131,42971,44206,1
2260,'©╕й╡-1',нюпг-81,42987,44224,0
2261,'©╕й╡-1',нюпг-81,42987,44224,1
2262,'жьгЛ-1',нюпг-123,43031,44238,0
2263,'жьгЛ-1',нюпг-123,43031,44238,1
2264,'╬фх╙-1',нюпг-123,43039,44269,0
2265,'╬фх╙-1',нюпг-123,43039,44269,1
2266,'ю╪жщ-1',нюпг-123,43053,44292,0
2267,'ю╪жщ-1',нюпг-123,43053,44292,1
2268,'м╜╢╗-2',нюпг-123,43111,44340,0
2269,'м╜╢╗-2',нюпг-123,43111,44340,1
2270,'м╜╢╗-1',нюпг-123,43112,44342,0
2271,'м╜╢╗-1',нюпг-123,43112,44342,1
2272,'пш╟╡-2',нюпг-90,43135,44376,0
2273,'пш╟╡-2',нюпг-90,43135,44376,1
2274,'пш╟╡-1',нюпг-90,43136,44377,0
2275,'пш╟╡-1',нюпг-90,43136,44377,1
2276,'╠╠╬╘-2',нюпг-90,43143,44382,0
2277,'╠╠╬╘-2',нюпг-90,43143,44382,1
2278,'╠╠╬╘-1',нюпг-90,43144,44383,0
2279,'╠╠╬╘-1',нюпг-90,43144,44383,1
2280,'╨ёдо-1',нюпг-58,43250,44386,0
2281,'╨ёдо-1',нюпг-58,43250,44386,1
2282,'╨ёдо-2',нюпг-58,43252,44388,0
2283,'╨ёдо-2',нюпг-58,43252,44388,1
2284,'╧Ч╤Ш╠У-1',нюпг-90,43214,44397,0
2285,'╧Ч╤Ш╠У-1',нюпг-90,43214,44397,1
2286,'ио╨ё-2',нюпг-131,43214,44453,0
2287,'ио╨ё-2',нюпг-131,43214,44453,1
2288,'ио╨ё-1',нюпг-131,43216,44454,0
2289,'ио╨ё-1',нюпг-131,43216,44454,1
2290,'╬фх╙-2',нюпг-81,43260,44469,0
2291,'╬фх╙-2',нюпг-81,43260,44469,1
2292,'гЮ╣╨-2',нюпг-90,43230,44470,0
2293,'гЮ╣╨-2',нюпг-90,43230,44470,1
2294,'гЮ╣╨-1',нюпг-90,43231,44471,0
2295,'гЮ╣╨-1',нюпг-90,43231,44471,1
2296,'ю╜хЬ-1',нюпг-81,43293,44523,0
2297,'ю╜хЬ-1',нюпг-81,43293,44523,1
2298,'ю╜хЬ-2',нюпг-81,43294,44524,0
2299,'ю╜хЬ-2',нюпг-81,43294,44524,1
2300,'ю╪жщ-2',нюпг-81,43367,44573,0
2301,'ю╪жщ-2',нюпг-81,43367,44573,1
2302,'©╕й╡-2',нюпг-89,43379,44576,0
2303,'©╕й╡-2',нюпг-89,43379,44576,1
2304,'╪яд╬к╧-2',нюпг-123,43481,44724,0
2305,'╪яд╬к╧-2',нюпг-123,43481,44724,1
2306,'╪яд╬к╧-1',нюпг-123,43482,44725,0
2307,'╪яд╬к╧-1',нюпг-123,43482,44725,1
2308,'©Б╤Шюу-1',нюпг-89,43504,44729,0
2309,'©Б╤Шюу-1',нюпг-89,43504,44729,1
2310,'нзбЁд╬фК-1',нюпг-89,43510,44747,0
2311,'нзбЁд╬фК-1',нюпг-89,43510,44747,1
2312,'додЧ-1',нюпг-81,43592,44827,0
2313,'додЧ-1',нюпг-81,43592,44827,1
2314,'©Б╤Шюу-2',нюпг-114,43695,44936,0
2315,'©Б╤Шюу-2',нюпг-114,43695,44936,1
2316,'иНшз-1',нюпг-130,43740,44963,0
2317,'иНшз-1',нюпг-130,43740,44963,1
2318,'©╕й╡-1',нюпг-57,44767,45164,0
2319,'©╕й╡-1',нюпг-57,44767,45164,1
2320,'иНшз-2',нюпг-1,44370,45294,0
2321,'иНшз-2',нюпг-1,44370,45294,1
2322,'╨ёдо-2',нюпг-71,44821,45486,0
2323,'╨ёдо-2',нюпг-71,44821,45486,1
2324,'╬фх╙-2',нюпг-37,44899,45595,0
2325,'╬фх╙-2',нюпг-37,44899,45595,1
2326,'гьаК-2',нюпг-80,44420,45623,0
2327,'гьаК-2',нюпг-80,44420,45623,1
2328,'нзбЁд╬фК-2',нюпг-47,44472,45654,0
2329,'нзбЁд╬фК-2',нюпг-47,44472,45654,1
2330,'м╜╢╗-2',нюпг-10,44758,45710,0
2331,'м╜╢╗-2',нюпг-10,44758,45710,1
2332,'ю╪жщ-2',нюпг-137,44913,45729,0
2333,'ю╪жщ-2',нюпг-137,44913,45729,1
2334,'жьгЛ-2',нюпг-129,44502,45736,0
2335,'жьгЛ-2',нюпг-129,44502,45736,1
2336,'жьгЛ-1',нюпг-88,44680,45876,0
2337,'жьгЛ-1',нюпг-88,44680,45876,1
2338,'ю╪жщ-1',нюпг-113,44712,45880,0
2339,'ю╪жщ-1',нюпг-113,44712,45880,1
2340,'╧Ч╤Ш╠У-2',нюпг-88,44742,45883,0
2341,'╧Ч╤Ш╠У-2',нюпг-88,44742,45883,1
2342,'╧Ч╤Ш╠У-1',нюпг-88,44743,45885,0
2343,'╧Ч╤Ш╠У-1',нюпг-88,44743,45885,1
2344,'м╜╢╗-1',нюпг-113,44807,45946,0
2345,'м╜╢╗-1',нюпг-113,44807,45946,1
2346,'додЧ-2',нюпг-88,44814,45950,0
2347,'додЧ-2',нюпг-88,44814,45950,1
2348,'╪яд╬к╧-1',нюпг-19,45101,45955,0
2349,'╪яд╬к╧-1',нюпг-19,45101,45955,1
2350,'пш╟╡-1',нюпг-129,44734,45962,0
2351,'пш╟╡-1',нюпг-129,44734,45962,1
2352,'ио╨ё-2',нюпг-56,44819,45992,0
2353,'ио╨ё-2',нюпг-56,44819,45992,1
2354,'ио╨ё-1',нюпг-56,44821,45994,0
2355,'ио╨ё-1',нюпг-56,44821,45994,1
2356,'гЮ╣╨-1',нюпг-56,44849,46028,0
2357,'гЮ╣╨-1',нюпг-56,44849,46028,1
2358,'гЮ╣╨-2',нюпг-121,44841,46034,0
2359,'гЮ╣╨-2',нюпг-121,44841,46034,1
2360,'гьаК-1',нюпг-88,44864,46042,0
2361,'гьаК-1',нюпг-88,44864,46042,1
2362,'ю╜хЬ-2',нюпг-46,44866,46048,0
2363,'ю╜хЬ-2',нюпг-46,44866,46048,1
2364,'ю╜хЬ-1',нюпг-46,44868,46050,0
2365,'ю╜хЬ-1',нюпг-46,44868,46050,1
2366,'пш╟╡-2',нюпг-113,44889,46085,0
2367,'пш╟╡-2',нюпг-113,44889,46085,1
2368,'╠╠╬╘-1',нюпг-113,44904,46103,0
2369,'╠╠╬╘-1',нюпг-113,44904,46103,1
2370,'╠╠╬╘-2',нюпг-105,44893,46118,0
2371,'╠╠╬╘-2',нюпг-105,44893,46118,1
2372,'©╕й╡-2',нюпг-96,44918,46122,0
2373,'©╕й╡-2',нюпг-96,44918,46122,1
2374,'╪яд╬к╧-2',нюпг-56,45082,46224,0
2375,'╪яд╬к╧-2',нюпг-56,45082,46224,1
2376,'╬фх╙-1',нюпг-46,45075,46236,0
2377,'╬фх╙-1',нюпг-46,45075,46236,1
2378,'ю╔цВ-2',нюпг-79,45017,46247,0
2379,'ю╔цВ-2',нюпг-79,45017,46247,1
2380,'ю╔цВ-1',нюпг-79,45019,46248,0
2381,'ю╔цВ-1',нюпг-79,45019,46248,1
2382,'Ё╓╢╨-2',нюпг-128,45168,46357,0
2383,'Ё╓╢╨-2',нюпг-128,45168,46357,1
2384,'Ё╓╢╨-1',нюпг-128,45169,46359,0
2385,'Ё╓╢╨-1',нюпг-128,45169,46359,1
2386,'╨ёдо-1',нюпг-128,45192,46383,0
2387,'╨ёдо-1',нюпг-128,45192,46383,1
2388,'додЧ-1',нюпг-128,45200,46423,0
2389,'додЧ-1',нюпг-128,45200,46423,1
2390,'©Б╤Шюу-1',нюпг-112,45226,46465,0
2391,'©Б╤Шюу-1',нюпг-112,45226,46465,1
2392,'нзбЁд╬фК-1',нюпг-112,45262,46503,0
2393,'нзбЁд╬фК-1',нюпг-112,45262,46503,1
2394,'иНшз-1',нюпг-136,45350,46552,0
2395,'иНшз-1',нюпг-136,45350,46552,1
2396,'иНшз-2',нюпг-96,45640,46835,0
2397,'иНшз-2',нюпг-96,45640,46835,1
2398,'©╕й╡-1',нюпг-95,45687,46895,0
2399,'©╕й╡-1',нюпг-95,45687,46895,1
2400,'©Б╤Шюу-2',нюпг-95,45802,47037,0
2401,'©Б╤Шюу-2',нюпг-95,45802,47037,1
2402,'╨ёдо-2',нюпг-87,45961,47165,0
2403,'╨ёдо-2',нюпг-87,45961,47165,1
2404,'╬фх╙-2',нюпг-95,45976,47217,0
2405,'╬фх╙-2',нюпг-95,45976,47217,1
2406,'гьаК-2',нюпг-127,46056,47239,0
2407,'гьаК-2',нюпг-127,46056,47239,1
2408,'нзбЁд╬фК-2',нюпг-111,46028,47268,0
2409,'нзбЁд╬фК-2',нюпг-111,46028,47268,1
2410,'жьгЛ-2',нюпг-119,46146,47289,0
2411,'жьгЛ-2',нюпг-119,46146,47289,1
2412,'м╜╢╗-2',нюпг-54,46123,47308,0
2413,'м╜╢╗-2',нюпг-54,46123,47308,1
2414,'ю╪жщ-2',нюпг-95,46082,47321,0
2415,'ю╪жщ-2',нюпг-95,46082,47321,1
2416,'╧Ч╤Ш╠У-2',нюпг-95,46275,47360,0
2417,'╧Ч╤Ш╠У-2',нюпг-95,46275,47360,1
2418,'╧Ч╤Ш╠У-1',нюпг-95,46276,47362,0
2419,'╧Ч╤Ш╠У-1',нюпг-95,46276,47362,1
2420,'жьгЛ-1',нюпг-111,46370,47384,0
2421,'жьгЛ-1',нюпг-111,46370,47384,1
2422,'м╜╢╗-1',нюпг-135,46310,47386,0
2423,'м╜╢╗-1',нюпг-135,46310,47386,1
2424,'╠╠╬╘-2',нюпг-86,46636,47429,0
2425,'╠╠╬╘-2',нюпг-86,46636,47429,1
2426,'ю╪жщ-1',нюпг-103,46296,47470,0
2427,'ю╪жщ-1',нюпг-103,46296,47470,1
2428,'додЧ-2',нюпг-95,46329,47512,0
2429,'додЧ-2',нюпг-95,46329,47512,1
2430,'пш╟╡-1',нюпг-119,46318,47535,0
2431,'пш╟╡-1',нюпг-119,46318,47535,1
2432,'ио╨ё-2',нюпг-135,46363,47562,0
2433,'ио╨ё-2',нюпг-135,46363,47562,1
2434,'ио╨ё-1',нюпг-135,46365,47563,0
2435,'ио╨ё-1',нюпг-135,46365,47563,1
2436,'гЮ╣╨-1',нюпг-135,46388,47566,0
2437,'гЮ╣╨-1',нюпг-135,46388,47566,1
2438,'гЮ╣╨-2',нюпг-135,46389,47567,0
2439,'гЮ╣╨-2',нюпг-135,46389,47567,1
2440,'╪яд╬к╧-1',нюпг-7,46447,47627,0
2441,'╪яд╬к╧-1',нюпг-7,46447,47627,1
2442,'пш╟╡-2',нюпг-111,46433,47629,0
2443,'пш╟╡-2',нюпг-111,46433,47629,1
2444,'╠╠╬╘-1',нюпг-111,46447,47647,0
2445,'╠╠╬╘-1',нюпг-111,46447,47647,1
2446,'гьаК-1',нюпг-53,46579,47742,0
2447,'гьаК-1',нюпг-53,46579,47742,1
2448,'ю╔цВ-1',нюпг-53,46604,47780,0
2449,'ю╔цВ-1',нюпг-53,46604,47780,1
2450,'ю╔цВ-2',нюпг-53,46606,47782,0
2451,'ю╔цВ-2',нюпг-53,46606,47782,1
2452,'©╕й╡-2',нюпг-118,46597,47805,0
2453,'©╕й╡-2',нюпг-118,46597,47805,1
2454,'ю╜хЬ-2',нюпг-126,46616,47830,0
2455,'ю╜хЬ-2',нюпг-126,46616,47830,1
2456,'ю╜хЬ-1',нюпг-126,46618,47831,0
2457,'ю╜хЬ-1',нюпг-126,46618,47831,1
2458,'╪яд╬к╧-2',нюпг-111,46597,47840,0
2459,'╪яд╬к╧-2',нюпг-111,46597,47840,1
2460,'Ё╓╢╨-2',нюпг-126,46729,47866,0
2461,'Ё╓╢╨-2',нюпг-126,46729,47866,1
2462,'Ё╓╢╨-1',нюпг-126,46730,47868,0
2463,'Ё╓╢╨-1',нюпг-126,46730,47868,1
2464,'©Б╤Шюу-1',нюпг-126,46824,47890,0
2465,'©Б╤Шюу-1',нюпг-126,46824,47890,1
2466,'╨ёдо-1',нюпг-86,46732,47914,0
2467,'╨ёдо-1',нюпг-86,46732,47914,1
2468,'нзбЁд╬фК-1',нюпг-126,46874,47933,0
2469,'нзбЁд╬фК-1',нюпг-126,46874,47933,1
2470,'╬фх╙-1',нюпг-94,46740,47981,0
2471,'╬фх╙-1',нюпг-94,46740,47981,1
2472,'додЧ-1',нюпг-134,46810,48013,0
2473,'додЧ-1',нюпг-134,46810,48013,1
2474,'иНшз-1',нюпг-7,46909,48031,0
2475,'иНшз-1',нюпг-7,46909,48031,1
2476,'иНшз-2',нюпг-52,47236,48374,0
2477,'иНшз-2',нюпг-52,47236,48374,1
2478,'©╕й╡-1',нюпг-117,47348,48568,0
2479,'©╕й╡-1',нюпг-117,47348,48568,1
2480,'╧Ч╤Ш╠У-2',нюпг-15,47724,48701,0
2481,'╧Ч╤Ш╠У-2',нюпг-15,47724,48701,1
2482,'©Б╤Шюу-2',нюпг-117,47477,48713,0
2483,'©Б╤Шюу-2',нюпг-117,47477,48713,1
2484,'гьаК-2',нюпг-125,47619,48754,0
2485,'гьаК-2',нюпг-125,47619,48754,1
2486,'нзбЁд╬фК-2',нюпг-52,47649,48755,0
2487,'нзбЁд╬фК-2',нюпг-52,47649,48755,1
2488,'╨ёдо-2',нюпг-133,47522,48756,0
2489,'╨ёдо-2',нюпг-133,47522,48756,1
2490,'жьгЛ-2',нюпг-133,47668,48836,0
2491,'жьгЛ-2',нюпг-133,47668,48836,1
2492,'╬фх╙-2',нюпг-117,47613,48849,0
2493,'╬фх╙-2',нюпг-117,47613,48849,1
2494,'ю╪жщ-2',нюпг-117,47672,48876,0
2495,'ю╪жщ-2',нюпг-117,47672,48876,1
2496,'м╜╢╗-2',нюпг-93,47687,48922,0
2497,'м╜╢╗-2',нюпг-93,47687,48922,1
2498,'м╜╢╗-1',нюпг-117,47756,48931,0
2499,'м╜╢╗-1',нюпг-117,47756,48931,1
2500,'╧Ч╤Ш╠У-1',нюпг-5,47779,48952,0
2501,'╧Ч╤Ш╠У-1',нюпг-5,47779,48952,1
2502,'жьгЛ-1',нюпг-93,47724,48959,0
2503,'жьгЛ-1',нюпг-93,47724,48959,1
2504,'ю╪жщ-1',нюпг-101,47832,49023,0
2505,'ю╪жщ-1',нюпг-101,47832,49023,1
2506,'╠╠╬╘-2',нюпг-125,47792,49033,0
2507,'╠╠╬╘-2',нюпг-125,47792,49033,1
2508,'додЧ-2',нюпг-51,47885,49046,0
2509,'додЧ-2',нюпг-51,47885,49046,1
2510,'пш╟╡-1',нюпг-5,47884,49066,0
2511,'пш╟╡-1',нюпг-5,47884,49066,1
2512,'гЮ╣╨-2',нюпг-5,47942,49128,0
2513,'гЮ╣╨-2',нюпг-5,47942,49128,1
2514,'гЮ╣╨-1',нюпг-5,47944,49130,0
2515,'гЮ╣╨-1',нюпг-5,47944,49130,1
2516,'ио╨ё-1',нюпг-5,47977,49161,0
2517,'ио╨ё-1',нюпг-5,47977,49161,1
2518,'ио╨ё-2',нюпг-5,47979,49163,0
2519,'ио╨ё-2',нюпг-5,47979,49163,1
2520,'пш╟╡-2',нюпг-109,47975,49175,0
2521,'пш╟╡-2',нюпг-109,47975,49175,1
2522,'╠╠╬╘-1',нюпг-109,47987,49192,0
2523,'╠╠╬╘-1',нюпг-109,47987,49192,1
2524,'╪яд╬к╧-1',нюпг-125,48021,49264,0
2525,'╪яд╬к╧-1',нюпг-125,48021,49264,1
2526,'ю╜хЬ-2',нюпг-41,48209,49289,0
2527,'ю╜хЬ-2',нюпг-41,48209,49289,1
2528,'©╕й╡-2',нюпг-100,48164,49360,0
2529,'©╕й╡-2',нюпг-100,48164,49360,1
2530,'ю╜хЬ-1',нюпг-116,48208,49387,0
2531,'ю╜хЬ-1',нюпг-116,48208,49387,1
2532,'нзбЁд╬фК-1',нюпг-51,48284,49414,0
2533,'нзбЁд╬фК-1',нюпг-51,48284,49414,1
2534,'╪яд╬к╧-2',нюпг-14,48345,49419,0
2535,'╪яд╬к╧-2',нюпг-14,48345,49419,1
2536,'ю╔цВ-1',нюпг-124,48224,49432,0
2537,'ю╔цВ-1',нюпг-124,48224,49432,1
2538,'ю╔цВ-2',нюпг-124,48225,49433,0
2539,'ю╔цВ-2',нюпг-124,48225,49433,1
2540,'©Б╤Шюу-1',нюпг-116,48237,49477,0
2541,'©Б╤Шюу-1',нюпг-116,48237,49477,1
2542,'Ё╓╢╨-2',нюпг-141,48256,49492,0
2543,'Ё╓╢╨-2',нюпг-141,48256,49492,1
2544,'Ё╓╢╨-1',нюпг-141,48258,49494,0
2545,'Ё╓╢╨-1',нюпг-141,48258,49494,1
2546,'╨ёдо-1',нюпг-141,48280,49516,0
2547,'╨ёдо-1',нюпг-141,48280,49516,1
2548,'╬фх╙-1',нюпг-124,48350,49572,0
2549,'╬фх╙-1',нюпг-124,48350,49572,1
2550,'иНшз-1',нюпг-141,48372,49609,0
2551,'иНшз-1',нюпг-141,48372,49609,1
2552,'гьаК-1',нюпг-141,48373,49610,0
2553,'гьаК-1',нюпг-141,48373,49610,1
2554,'додЧ-1',нюпг-60,48550,49690,0
2555,'додЧ-1',нюпг-60,48550,49690,1
2556,'иНшз-2',нюпг-149,48746,49778,0
2557,'иНшз-2',нюпг-149,48746,49778,1
2558,'пш╟╡-2',нюпг-50,49645,49870,0
2559,'пш╟╡-2',нюпг-50,49645,49870,1
2560,'©╕й╡-1',нюпг-60,48940,49954,0
2561,'©╕й╡-1',нюпг-60,48940,49954,1
2562,'╪яд╬к╧-2',нюпг-22,49774,50000,0
2563,'╪яд╬к╧-2',нюпг-22,49774,50000,1
2564,'╧Ч╤Ш╠У-2',нюпг-60,49115,50114,0
2565,'╧Ч╤Ш╠У-2',нюпг-60,49115,50114,1
2566,'©Б╤Шюу-2',нюпг-3,49192,50134,0
2567,'©Б╤Шюу-2',нюпг-3,49192,50134,1
2568,'╨ёдо-2',нюпг-132,49120,50157,0
2569,'╨ёдо-2',нюпг-132,49120,50157,1
2570,'╬фх╙-2',нюпг-3,49194,50307,0
2571,'╬фх╙-2',нюпг-3,49194,50307,1
2572,'нзбЁд╬фК-2',нюпг-107,49096,50330,0
2573,'нзбЁд╬фК-2',нюпг-107,49096,50330,1
2574,'гьаК-2',нюпг-140,49134,50370,0
2575,'гьаК-2',нюпг-140,49134,50370,1
2576,'╨ёдо-1',нюпг-107,49861,50378,0
2577,'╨ёдо-1',нюпг-107,49861,50378,1
2578,'ю╪жщ-2',нюпг-115,49223,50409,0
2579,'ю╪жщ-2',нюпг-115,49223,50409,1
2580,'м╜╢╗-1',нюпг-3,49277,50453,0
2581,'м╜╢╗-1',нюпг-3,49277,50453,1
2582,'м╜╢╗-2',нюпг-3,49279,50454,0
2583,'м╜╢╗-2',нюпг-3,49279,50454,1
2584,'додЧ-2',нюпг-148,49485,50454,0
2585,'додЧ-2',нюпг-148,49485,50454,1
2586,'жьгЛ-2',нюпг-91,49246,50483,0
2587,'жьгЛ-2',нюпг-91,49246,50483,1
2588,'ио╨ё-2',нюпг-59,49574,50506,0
2589,'ио╨ё-2',нюпг-59,49574,50506,1
2590,'жьгЛ-1',нюпг-3,49380,50539,0
2591,'жьгЛ-1',нюпг-3,49380,50539,1
2592,'гЮ╣╨-2',нюпг-59,49585,50560,0
2593,'гЮ╣╨-2',нюпг-59,49585,50560,1
2594,'ю╪жщ-1',нюпг-99,49364,50573,0
2595,'ю╪жщ-1',нюпг-99,49364,50573,1
2596,'пш╟╡-1',нюпг-115,49409,50608,0
2597,'пш╟╡-1',нюпг-115,49409,50608,1
2598,'╠╠╬╘-2',нюпг-115,49424,50628,0
2599,'╠╠╬╘-2',нюпг-115,49424,50628,1
2600,'╠╠╬╘-1',нюпг-59,49592,50655,0
2601,'╠╠╬╘-1',нюпг-59,49592,50655,1
2602,'гЮ╣╨-1',нюпг-115,49501,50656,0
2603,'гЮ╣╨-1',нюпг-115,49501,50656,1
2604,'╧Ч╤Ш╠У-1',нюпг-132,49494,50737,0
2605,'╧Ч╤Ш╠У-1',нюпг-132,49494,50737,1
2606,'╪яд╬к╧-1',нюпг-12,49647,50774,0
2607,'╪яд╬к╧-1',нюпг-12,49647,50774,1
2608,'ио╨ё-1',нюпг-99,49602,50840,0
2609,'ио╨ё-1',нюпг-99,49602,50840,1
2610,'Ё╓╢╨-1',нюпг-82,49838,50879,0
2611,'Ё╓╢╨-1',нюпг-82,49838,50879,1
2612,'Ё╓╢╨-2',нюпг-82,49839,50881,0
2613,'Ё╓╢╨-2',нюпг-82,49839,50881,1
2614,'ю╜хЬ-2',нюпг-131,49645,50883,0
2615,'ю╜хЬ-2',нюпг-131,49645,50883,1
2616,'нзбЁд╬фК-1',нюпг-49,49779,50885,0
2617,'нзбЁд╬фК-1',нюпг-49,49779,50885,1
2618,'©╕й╡-2',нюпг-98,49708,50904,0
2619,'©╕й╡-2',нюпг-98,49708,50904,1
2620,'ю╜хЬ-1',нюпг-123,49770,50913,0
2621,'ю╜хЬ-1',нюпг-123,49770,50913,1
2622,'ю╔цВ-1',нюпг-131,49778,50950,0
2623,'ю╔цВ-1',нюпг-131,49778,50950,1
2624,'гьаК-1',нюпг-131,49986,51031,0
2625,'гьаК-1',нюпг-131,49986,51031,1
2626,'ю╔цВ-2',нюпг-139,49806,51032,0
2627,'ю╔цВ-2',нюпг-139,49806,51032,1
2628,'©Б╤Шюу-1',нюпг-98,49836,51059,0
2629,'©Б╤Шюу-1',нюпг-98,49836,51059,1
2630,'╬фх╙-1',нюпг-123,49921,51143,0
2631,'╬фх╙-1',нюпг-123,49921,51143,1
2632,'пш╟╡-2',нюпг-58,50259,51295,0
2633,'пш╟╡-2',нюпг-58,50259,51295,1
2634,'додЧ-1',нюпг-2,50154,51331,0
2635,'додЧ-1',нюпг-2,50154,51331,1
2636,'иНшз-1',нюпг-2,50159,51340,0
2637,'иНшз-1',нюпг-2,50159,51340,1
2638,'иНшз-2',нюпг-2,50161,51341,0
2639,'иНшз-2',нюпг-2,50161,51341,1
2640,'╧Ч╤Ш╠У-1',нюпг-30,51115,51351,0
2641,'╧Ч╤Ш╠У-1',нюпг-30,51115,51351,1
2642,'╧Ч╤Ш╠У-2',нюпг-58,50507,51407,0
2643,'╧Ч╤Ш╠У-2',нюпг-58,50507,51407,1
2644,'©╕й╡-1',нюпг-48,50300,51463,0
2645,'©╕й╡-1',нюпг-48,50300,51463,1
2646,'╪яд╬к╧-2',нюпг-98,50350,51491,0
2647,'╪яд╬к╧-2',нюпг-98,50350,51491,1
2648,'╨ёдо-1',нюпг-130,50720,51661,0
2649,'╨ёдо-1',нюпг-130,50720,51661,1
2650,'нзбЁд╬фК-2',нюпг-80,50756,51721,0
2651,'нзбЁд╬фК-2',нюпг-80,50756,51721,1
2652,'©Б╤Шюу-2',нюпг-122,50525,51766,0
2653,'©Б╤Шюу-2',нюпг-122,50525,51766,1
